Employee_ID;First Name;Last Name;Gender;State;City;Education Level;Birthdate;Hiredate;Termdate;Termination_Reason;Department;Job Title;Salary;Salary_Band;Performance Rating;Engagement_Score;Last_Promotion_Date;Remote_Eligible;Overtime
00-94825727;Kylie;Odonnell;Male;North Carolina;Greensboro;Bachelor;15/07/1991;19/07/2017;;;Operations;Logistics Coordinator;90588;Band 4 (Top 25%);Good;3.4;24/07/2019;No;No
00-20077458;Emily;Martinez;Female;New York;New York City;High School;26/09/1997;30/06/2023;;;Customer Service;Help Desk Technician;70862;Band 1 (Bottom 25%);Good;3.8;;No;No
00-68537694;Nicolas;Brown;Male;Pennsylvania;Philadelphia;High School;23/08/2001;04/01/2019;;;Marketing;Content Creator;80395;Band 4 (Top 25%);Satisfactory;3.4;09/05/2022;Yes;No
00-75882046;Vincent;Adams;Male;New York;New York City;Bachelor;09/12/1988;27/06/2018;;;Operations;Logistics Coordinator;79325;Band 3 (50-75%);Satisfactory;2.8;01/05/2021;No;No
00-91228073;Jonathan;Dixon;Female;New York;New York City;Master;31/03/1979;30/03/2016;;;IT;Software Developer;134931;Band 4 (Top 25%);Good;3.5;02/04/2018;Yes;No
00-20695957;Samuel;Sandoval;Male;New York;New York City;Bachelor;05/04/2003;04/02/2015;;;Operations;Operations Analyst;133357;Band 4 (Top 25%);Good;3.8;21/10/2016;No;No
00-50488852;Tiffany;Rodriguez;Male;New York;Rochester;High School;07/06/1980;13/01/2021;;;Customer Service;Help Desk Technician;68160;Band 1 (Bottom 25%);Needs Improvement;2.3;;No;No
00-60861919;Travis;Harvey;Male;New York;Buffalo;Bachelor;29/11/1986;08/08/2016;;;Operations;Logistics Coordinator;89075;Band 4 (Top 25%);Good;3.5;26/08/2018;No;Yes
00-32725647;David;Kim;Male;New York;Rochester;Master;20/03/1982;17/01/2017;;;Sales;Sales Manager;161998;Band 4 (Top 25%);Needs Improvement;2.4;;No;Yes
00-56754892;Brent;Duncan;Male;New York;Rochester;Bachelor;11/12/1986;09/10/2017;;;HR;HR Coordinator;88157;Band 4 (Top 25%);Good;3.1;31/03/2020;Yes;No
00-41872495;Kathryn;Mahoney;Female;New York;New York City;Bachelor;23/06/1972;25/10/2016;;;Marketing;Content Creator;84647;Band 4 (Top 25%);Satisfactory;2.4;17/12/2018;Yes;No
00-54492673;Patricia;Villegas;Female;New York;Rochester;Master;07/01/1983;01/06/2016;;;Sales;Sales Specialist;103300;Band 4 (Top 25%);Good;3.7;14/03/2018;No;No
00-68162241;Cathy;Cross;Male;New York;New York City;Bachelor;29/06/1959;19/02/2024;;;Customer Service;Customer Service Representative;75522;Band 3 (50-75%);Excellent;3.8;;No;No
00-18915990;Martha;Floyd;Female;New York;New York City;Bachelor;17/04/1981;31/03/2019;;;Operations;Logistics Coordinator;75989;Band 3 (50-75%);Good;3.1;26/12/2020;No;No
00-56223778;Joshua;Adams;Male;New York;Buffalo;Bachelor;29/08/1989;19/06/2018;;;IT;IT Support Specialist;76471;Band 3 (50-75%);Good;3.8;18/03/2020;No;No
00-98045225;Joseph;Blackburn;Female;New York;Buffalo;Bachelor;09/04/2002;16/01/2020;;;Operations;Logistics Coordinator;71662;Band 2 (25-50%);Good;3.4;01/12/2021;No;No
00-10270663;William;Wilson;Female;New York;New York City;Bachelor;04/03/1984;11/08/2017;;;Sales;Sales Representative;75713;Band 2 (25-50%);Excellent;4.2;25/12/2018;No;Yes
00-75304816;Tammy;Ortiz;Female;Michigan;Grand Rapids;Bachelor;04/05/1979;17/04/2022;;;IT;System Administrator;93185;Band 2 (25-50%);Good;3.0;13/09/2024;Yes;Yes
00-72618567;Ryan;Hernandez;Female;New York;New York City;High School;06/10/2000;28/11/2020;;;Customer Service;Customer Service Representative;60550;Band 1 (Bottom 25%);Good;2.7;11/08/2022;No;No
00-92353546;Alec;Jones;Male;New York;New York City;Bachelor;10/05/1977;06/03/2017;;;Sales;Sales Representative;98693;Band 4 (Top 25%);Needs Improvement;2.9;;No;No
00-67165857;James;Acosta;Female;New York;Rochester;High School;02/06/1993;24/09/2019;;;Marketing;Content Creator;63738;Band 1 (Bottom 25%);Satisfactory;2.3;24/10/2022;Yes;No
00-86532704;Sheila;Hernandez;Female;New York;Buffalo;Bachelor;07/10/1967;06/01/2024;;;Sales;Sales Representative;59981;Band 1 (Bottom 25%);Satisfactory;2.5;;No;No
00-17832182;Michael;Murphy;Male;New York;New York City;Bachelor;26/02/1977;08/12/2015;;;Customer Service;Support Specialist;83803;Band 4 (Top 25%);Good;3.6;25/01/2018;No;No
00-94378401;Jared;Robinson;Male;New York;Rochester;Bachelor;08/03/2004;24/01/2022;;;Operations;Logistics Coordinator;60730;Band 1 (Bottom 25%);Good;2.7;31/01/2024;No;Yes
00-70588258;Andrew;Dunn;Male;New York;New York City;Bachelor;19/08/1985;27/05/2018;;;Sales;Sales Representative;96035;Band 4 (Top 25%);Excellent;4.6;03/07/2019;No;No
00-37945099;John;Carter;Female;New York;Buffalo;Bachelor;03/03/1992;05/10/2018;;;Operations;Operations Analyst;102508;Band 4 (Top 25%);Needs Improvement;2.2;;No;No
00-29548080;Virginia;Chavez;Female;North Carolina;Greensboro;Master;16/02/1979;19/08/2023;;;IT;Software Developer;99172;Band 2 (25-50%);Excellent;4.0;25/07/2024;Yes;No
00-95651248;Daniel;Smith;Male;New York;New York City;PhD;22/09/1996;20/07/2022;;;Customer Service;Customer Service Manager;75216;Band 1 (Bottom 25%);Excellent;4.5;09/09/2023;No;No
00-62306833;Adriana;Tate;Female;New York;Buffalo;High School;17/01/1994;09/08/2019;;;Operations;Inventory Specialist;69931;Band 2 (25-50%);Satisfactory;3.0;27/05/2022;No;Yes
00-64370744;Yvette;Martinez;Male;New York;New York City;Bachelor;31/08/1992;16/02/2018;;;Operations;Logistics Coordinator;74847;Band 3 (50-75%);Good;4.3;02/06/2020;No;No
00-11073065;Richard;Smith;Male;Michigan;Warren;High School;20/05/2000;14/08/2019;;;Customer Service;Customer Service Representative;60497;Band 1 (Bottom 25%);Good;2.9;17/11/2021;No;No
00-21140488;Stephanie;Jefferson;Female;New York;Rochester;Master;16/03/1970;30/05/2017;;;Operations;Operations Analyst;77587;Band 2 (25-50%);Satisfactory;3.9;04/09/2019;No;No
00-24929252;Ashley;Figueroa;Male;New York;Buffalo;Bachelor;20/06/1978;01/03/2023;;;IT;IT Support Specialist;68433;Band 2 (25-50%);Needs Improvement;2.1;;No;No
00-60744107;Lori;Taylor;Male;New York;New York City;PhD;19/01/1985;11/07/2020;;;Sales;Sales Manager;116128;Band 2 (25-50%);Satisfactory;3.7;13/09/2022;No;No
00-34163569;James;Bryant;Female;New York;New York City;Bachelor;25/02/1992;19/11/2017;;;Operations;Operations Analyst;96428;Band 3 (50-75%);Good;3.9;15/04/2020;No;No
00-69737587;Brandi;Patel;Female;New York;Buffalo;Master;28/04/1984;28/10/2023;;;Operations;Operations Analyst;93728;Band 3 (50-75%);Good;3.2;;No;Yes
00-10460418;Barbara;Stevens;Female;Michigan;Grand Rapids;Bachelor;23/11/1987;05/10/2024;;;Marketing;Marketing Coordinator;66763;Band 1 (Bottom 25%);Needs Improvement;1.5;;Yes;No
00-82678279;Christine;Price;Female;Michigan;Detroit;Bachelor;06/07/1991;29/07/2020;;;Operations;Inventory Specialist;64622;Band 1 (Bottom 25%);Excellent;3.0;22/12/2021;No;Yes
00-23460777;Laura;Rogers;Female;New York;New York City;Bachelor;01/10/1976;31/07/2019;;;Sales;Sales Consultant;106709;Band 3 (50-75%);Good;2.7;18/02/2021;No;No
00-11034506;Vanessa;Tapia;Female;New York;Buffalo;Bachelor;17/02/1974;28/11/2019;;;Sales;Sales Consultant;97089;Band 2 (25-50%);Satisfactory;2.8;16/12/2022;No;No
00-77310485;Michelle;Kelley;Female;Michigan;Grand Rapids;Bachelor;04/12/1982;06/07/2022;;;Marketing;SEO Specialist;76889;Band 2 (25-50%);Needs Improvement;2.7;;Yes;No
00-98530136;Zoe;Price;Male;New York;Rochester;Bachelor;23/04/1983;16/01/2017;;;Operations;Inventory Specialist;87381;Band 4 (Top 25%);Needs Improvement;2.0;;No;Yes
00-84116934;Brent;Morse;Female;Pennsylvania;Philadelphia;Bachelor;14/03/2003;13/11/2017;;;Marketing;Marketing Coordinator;90047;Band 4 (Top 25%);Good;3.2;27/11/2019;Yes;No
00-30806860;Maureen;Lawrence;Female;New York;Buffalo;Bachelor;23/09/1998;18/04/2017;;;Customer Service;Customer Service Representative;76876;Band 3 (50-75%);Good;3.8;27/08/2019;No;No
00-73222248;Gabrielle;Wright;Male;North Carolina;Greensboro;High School;11/10/1992;16/02/2018;;;Operations;Inventory Specialist;71469;Band 3 (50-75%);Satisfactory;2.7;27/04/2020;No;Yes
00-35850974;Pamela;Sharp;Female;New York;Buffalo;Bachelor;03/12/2000;05/04/2018;;;Customer Service;Customer Service Representative;76324;Band 3 (50-75%);Satisfactory;3.7;26/09/2020;No;No
00-89926049;Stephanie;Miller;Male;New York;Rochester;High School;11/07/1993;07/02/2017;;;HR;HR Assistant;77942;Band 4 (Top 25%);Good;3.4;03/01/2019;No;No
00-22384194;Alexandra;Miller;Female;Michigan;Detroit;Bachelor;07/05/2002;05/02/2015;;;Sales;Sales Representative;105912;Band 4 (Top 25%);Good;3.9;17/06/2017;No;Yes
00-70716224;Eileen;Peters;Male;New York;New York City;Bachelor;20/05/2004;24/05/2021;;;Operations;Inventory Specialist;65531;Band 2 (25-50%);Needs Improvement;1.7;;No;Yes
00-60066663;Heather;Rivera;Male;New York;Buffalo;Bachelor;24/10/1986;24/02/2023;;;Operations;Logistics Coordinator;68300;Band 2 (25-50%);Excellent;3.7;08/08/2024;No;No
00-25496941;Katherine;Mccarty;Male;New York;Buffalo;Bachelor;08/11/1987;30/04/2024;;;Finance;Accountant;66097;Band 1 (Bottom 25%);Good;3.6;;Yes;No
00-13986434;Edward;Smith;Female;New York;Buffalo;Master;29/03/1996;04/09/2023;;;IT;System Administrator;93498;Band 2 (25-50%);Satisfactory;3.1;;Yes;No
00-52773098;Jordan;Abbott;Male;Pennsylvania;Allentown;High School;22/08/1999;05/01/2024;;;Customer Service;Help Desk Technician;68340;Band 1 (Bottom 25%);Needs Improvement;2.4;;No;No
00-32109952;Casey;Harris;Female;New York;New York City;Bachelor;31/07/1960;24/10/2022;;;Sales;Sales Representative;63947;Band 1 (Bottom 25%);Good;2.8;;No;No
00-27616344;John;Gutierrez;Male;New York;Buffalo;Master;10/12/1984;12/01/2024;;;IT;Software Developer;105628;Band 2 (25-50%);Satisfactory;2.5;;Yes;No
00-68610285;Sean;Brooks;Female;Pennsylvania;Philadelphia;Bachelor;25/01/1983;12/08/2017;;;Operations;Inventory Specialist;82251;Band 4 (Top 25%);Good;2.8;12/02/2019;No;Yes
00-99242012;Catherine;Wright;Female;New York;Buffalo;Master;01/02/1977;15/08/2018;;;IT;Software Developer;127195;Band 4 (Top 25%);Excellent;4.6;15/06/2019;Yes;No
00-15494184;Pamela;Nelson;Female;New York;New York City;Bachelor;15/07/1962;06/06/2020;;;Operations;Inventory Specialist;64229;Band 1 (Bottom 25%);Needs Improvement;2.2;;No;No
00-42247700;Ryan;Hernandez;Male;New York;New York City;Bachelor;09/09/1997;21/01/2015;;;Sales;Sales Representative;78144;Band 2 (25-50%);Good;3.4;13/09/2016;No;No
00-19769429;Cody;Pierce;Female;New York;Rochester;High School;31/10/1982;14/04/2015;;;Customer Service;Help Desk Technician;92555;Band 3 (50-75%);Good;3.6;16/02/2017;No;Yes
00-93491436;Nicole;Le;Male;New York;New York City;Bachelor;28/08/1998;11/11/2017;;;Operations;Logistics Coordinator;90690;Band 4 (Top 25%);Good;3.9;10/03/2020;No;No
00-42559181;Donald;Carrillo;Female;New York;New York City;Bachelor;31/05/2001;20/12/2018;;;Operations;Logistics Coordinator;71424;Band 2 (25-50%);Good;3.4;11/05/2021;No;No
00-26944674;Christopher;Hunter;Female;Michigan;Grand Rapids;Bachelor;16/04/1978;24/12/2023;;;Operations;Inventory Specialist;68086;Band 2 (25-50%);Good;2.4;;No;No
00-22832144;Devin;Walker;Female;New York;Buffalo;Bachelor;24/03/2004;22/06/2024;;;Operations;Logistics Coordinator;57063;Band 1 (Bottom 25%);Satisfactory;1.9;;No;No
00-73019381;Candace;Wang;Female;New York;Rochester;PhD;08/11/1972;01/01/2020;;;Sales;Sales Manager;114175;Band 2 (25-50%);Satisfactory;2.6;28/03/2023;No;Yes
00-94397189;Edward;Macdonald;Female;New York;New York City;Bachelor;10/07/1971;24/02/2016;;;Finance;Financial Analyst;97562;Band 2 (25-50%);Satisfactory;3.0;24/12/2019;Yes;No
00-21408835;Arthur;Reed;Female;New York;Buffalo;Bachelor;09/03/1988;11/12/2021;;;Sales;Sales Specialist;82108;Band 2 (25-50%);Good;3.1;27/11/2023;No;No
00-91905450;Chad;Baker;Male;New York;New York City;PhD;31/10/1973;07/05/2017;;;Sales;Sales Specialist;105747;Band 4 (Top 25%);Excellent;4.5;21/03/2018;No;No
00-56218260;Rebecca;Mcdonald;Female;New York;New York City;Bachelor;16/07/1977;02/11/2020;;;Marketing;Content Creator;72110;Band 3 (50-75%);Satisfactory;2.5;02/10/2023;Yes;No
00-13347052;Roberta;Walsh;Female;New York;Rochester;Bachelor;18/04/1997;16/03/2022;;;IT;IT Support Specialist;63083;Band 1 (Bottom 25%);Needs Improvement;1.5;;No;No
00-84935254;Robert;Moore;Male;North Carolina;Greensboro;PhD;20/04/1989;27/12/2020;;;Sales;Sales Specialist;89351;Band 3 (50-75%);Satisfactory;2.3;27/09/2023;No;No
00-29583570;Jeffrey;Forbes;Female;New York;Buffalo;High School;22/06/1999;07/01/2016;;;Operations;Inventory Specialist;76211;Band 3 (50-75%);Satisfactory;2.8;03/03/2019;No;No
00-69677601;Alan;Miller;Male;New York;New York City;Bachelor;09/02/1974;29/08/2017;;;Operations;Operations Analyst;114728;Band 4 (Top 25%);Satisfactory;3.0;14/07/2020;No;No
00-64022294;Cody;Ingram;Female;New York;Buffalo;Bachelor;09/02/1994;24/02/2020;;;Customer Service;Support Specialist;68585;Band 2 (25-50%);Satisfactory;3.0;07/03/2022;No;Yes
00-54551385;Andrea;Rivera;Male;New York;Rochester;Bachelor;27/04/1968;01/08/2020;;;Operations;Logistics Coordinator;91943;Band 4 (Top 25%);Excellent;4.1;28/01/2022;No;No
00-59939933;Darren;Barnes;Male;New York;New York City;Bachelor;19/12/1971;27/01/2020;;;Customer Service;Customer Service Representative;77621;Band 3 (50-75%);Needs Improvement;2.5;;No;No
00-12799227;Courtney;Hartman;Male;New York;New York City;Bachelor;04/02/1997;07/05/2020;;;Sales;Sales Representative;81218;Band 3 (50-75%);Satisfactory;3.4;07/06/2023;No;No
00-87297675;Michael;Smith;Male;North Carolina;Raleigh;Bachelor;13/10/1981;16/09/2023;;;Customer Service;Help Desk Technician;84166;Band 3 (50-75%);Good;3.7;;No;Yes
00-66250899;Michelle;Sanders;Female;Michigan;Grand Rapids;Master;06/05/1989;10/12/2021;;;IT;Software Developer;97197;Band 1 (Bottom 25%);Good;3.1;23/05/2024;Yes;Yes
00-95581622;Anthony;Marshall;Male;New York;Buffalo;Bachelor;27/02/2003;09/03/2015;;;Marketing;Marketing Coordinator;90991;Band 4 (Top 25%);Excellent;4.3;03/02/2016;Yes;No
00-30565671;Jeffery;Baker;Female;New York;Buffalo;Bachelor;08/11/1970;07/06/2020;;;Operations;Logistics Coordinator;75704;Band 3 (50-75%);Needs Improvement;2.8;;No;Yes
00-11982755;Andrew;Miller;Male;New York;New York City;Master;25/08/1974;07/08/2018;;;Operations;Operations Analyst;95703;Band 3 (50-75%);Satisfactory;2.9;22/12/2020;No;No
00-62144567;John;Thomas;Female;New York;Rochester;Bachelor;24/09/1980;03/02/2018;;;Operations;Inventory Specialist;78380;Band 3 (50-75%);Satisfactory;3.2;14/09/2021;No;Yes
00-41343627;Anthony;Cummings;Male;North Carolina;Raleigh;Bachelor;15/07/1987;17/10/2019;;;Sales;Sales Representative;87153;Band 3 (50-75%);Satisfactory;3.2;24/04/2022;No;No
00-69599673;Rebecca;Gonzalez;Male;Michigan;Detroit;Bachelor;28/05/1996;18/12/2023;;;Marketing;SEO Specialist;76946;Band 2 (25-50%);Needs Improvement;2.1;;Yes;No
00-52727864;David;Moss;Male;North Carolina;Raleigh;Bachelor;29/04/1985;26/12/2017;;;Operations;Logistics Coordinator;82626;Band 4 (Top 25%);Good;3.9;13/04/2020;No;Yes
00-39886356;Courtney;Jones;Male;Michigan;Grand Rapids;PhD;23/03/1981;04/02/2019;;;Sales;Sales Consultant;110441;Band 3 (50-75%);Satisfactory;2.8;20/08/2021;No;No
00-50109750;David;Pena;Male;New York;New York City;Master;26/05/1987;12/04/2020;;;IT;Software Developer;111254;Band 3 (50-75%);Good;3.7;23/10/2021;Yes;Yes
00-28792282;Stacey;Espinoza;Male;Pennsylvania;Philadelphia;Master;18/11/1985;05/01/2018;;;Sales;Sales Consultant;95121;Band 2 (25-50%);Satisfactory;2.9;16/01/2021;No;No
00-78723270;Tyler;Jordan;Male;Michigan;Detroit;Master;10/11/1983;19/10/2017;;;Sales;Sales Specialist;104260;Band 4 (Top 25%);Good;3.5;30/06/2019;No;No
00-63481505;Mark;Sosa;Male;Michigan;Warren;Bachelor;24/05/1962;27/10/2021;;;Sales;Sales Representative;89967;Band 4 (Top 25%);Good;3.9;29/01/2024;No;No
00-92257967;Patricia;Mcintyre;Male;Michigan;Warren;High School;22/06/1973;20/10/2023;;;Operations;Inventory Specialist;64735;Band 1 (Bottom 25%);Satisfactory;1.8;;No;Yes
00-50438993;Jonathan;Reyes;Male;New York;Rochester;Master;23/09/1969;18/01/2019;;;Operations;Operations Analyst;95854;Band 3 (50-75%);Good;3.7;20/06/2021;No;Yes
00-34206172;Tara;Torres;Male;New York;Buffalo;High School;10/06/1995;11/03/2018;;;Customer Service;Help Desk Technician;67969;Band 1 (Bottom 25%);Needs Improvement;2.1;;No;No
00-47847277;Patricia;Good;Female;New York;New York City;Bachelor;14/09/1977;12/06/2022;;;Sales;Sales Consultant;81395;Band 1 (Bottom 25%);Good;3.3;22/09/2024;No;No
00-28903037;Vanessa;Christian;Male;New York;Buffalo;Bachelor;23/07/1975;27/04/2023;;;Sales;Sales Consultant;102883;Band 3 (50-75%);Good;3.5;30/12/2024;No;Yes
00-50464166;Patrick;Burch;Male;New York;Rochester;High School;15/06/1989;11/02/2020;;;Customer Service;Support Specialist;70665;Band 2 (25-50%);Satisfactory;2.6;17/09/2023;No;No
00-20739634;Christy;Cook;Male;Michigan;Detroit;PhD;24/09/1961;03/01/2019;;;Sales;Sales Specialist;69773;Band 1 (Bottom 25%);Good;2.8;22/02/2021;No;Yes
00-24845948;Michael;Ball;Male;Michigan;Warren;Master;15/01/1990;07/11/2022;;;IT;Software Developer;101290;Band 2 (25-50%);Good;3.6;;Yes;Yes
00-63461642;Connie;Harris;Female;North Carolina;Charlotte;Bachelor;29/12/1991;12/10/2021;;;HR;Recruiter;66218;Band 2 (25-50%);Good;4.2;10/02/2024;Yes;No
00-55370500;Kyle;Bruce;Female;North Carolina;Raleigh;High School;05/02/1996;11/04/2018;;;IT;IT Support Specialist;76460;Band 3 (50-75%);Satisfactory;3.3;02/06/2021;No;Yes
00-88511877;Jimmy;Grant;Female;New York;Buffalo;Bachelor;21/10/1996;12/06/2024;;;Marketing;Marketing Coordinator;50164;Band 1 (Bottom 25%);Good;2.8;;Yes;No
00-76972974;Christopher;Kidd;Female;New York;New York City;Master;05/12/1986;26/07/2020;;;IT;Software Developer;121213;Band 3 (50-75%);Needs Improvement;2.5;;Yes;No
00-31763610;Gary;Bentley;Female;Pennsylvania;Allentown;Bachelor;04/04/1981;21/10/2017;;;Operations;Logistics Coordinator;79282;Band 3 (50-75%);Needs Improvement;2.4;;No;No
00-18245547;Craig;Shelton;Female;New York;Rochester;High School;11/10/1982;17/11/2017;;;Customer Service;Customer Service Representative;73525;Band 3 (50-75%);Good;2.8;04/11/2019;No;No
00-98202384;Stephen;Cisneros;Male;New York;Buffalo;Bachelor;08/02/1972;03/06/2017;;;Sales;Sales Representative;91062;Band 4 (Top 25%);Good;3.4;22/07/2019;No;Yes
00-90501614;Shawn;Smith;Female;New York;Rochester;PhD;02/02/1995;02/06/2017;;;Sales;Sales Consultant;137143;Band 4 (Top 25%);Good;3.4;20/03/2019;No;No
00-21081940;Melanie;Padilla;Male;New York;Buffalo;Bachelor;04/11/1984;31/05/2018;;;Marketing;SEO Specialist;131903;Band 4 (Top 25%);Good;3.5;04/02/2020;Yes;No
00-28696461;Sarah;Frederick;Male;New York;New York City;High School;11/01/1993;31/10/2020;;;Customer Service;Customer Service Representative;67272;Band 2 (25-50%);Good;3.1;12/12/2022;No;No
00-47518437;Ricardo;Hernandez;Female;New York;Rochester;Bachelor;13/11/1986;20/02/2015;;;IT;System Administrator;111015;Band 3 (50-75%);Good;3.6;13/11/2016;Yes;No
00-68395899;Joshua;Jones;Female;New York;Buffalo;Bachelor;19/11/1986;26/12/2019;;;Operations;Logistics Coordinator;67724;Band 2 (25-50%);Satisfactory;2.2;21/02/2022;No;No
00-90543284;Christine;Ramos;Male;New York;Buffalo;Bachelor;30/04/1966;07/06/2016;;;Sales;Sales Representative;87252;Band 3 (50-75%);Satisfactory;2.9;07/06/2018;No;Yes
00-75145653;Melissa;Ramos;Male;Virginia;Norfolk;Master;24/06/1970;29/11/2017;;;IT;Software Developer;130190;Band 4 (Top 25%);Excellent;4.0;19/02/2019;Yes;No
00-28634058;Megan;Tyler;Female;Ohio;Cincinnati;Bachelor;20/09/1982;24/04/2023;;;Operations;Logistics Coordinator;59474;Band 1 (Bottom 25%);Satisfactory;3.1;;No;Yes
00-21678669;Thomas;Gallegos;Female;Pennsylvania;Allentown;Bachelor;06/08/1987;15/09/2019;;;Operations;Logistics Coordinator;70438;Band 2 (25-50%);Needs Improvement;1.9;;No;Yes
00-33734184;Erik;Brown;Female;New York;Buffalo;Bachelor;15/02/1984;22/03/2023;;;Customer Service;Help Desk Technician;82411;Band 2 (25-50%);Satisfactory;2.9;;No;No
00-42311297;Michael;Johnson;Male;New York;Buffalo;Master;16/08/1999;28/12/2020;;;IT;System Administrator;85935;Band 1 (Bottom 25%);Good;3.4;12/11/2022;Yes;No
00-91084098;Daniel;Dixon;Female;New York;New York City;Bachelor;18/02/1996;14/07/2017;;;Finance;Accounts Payable Specialist;71791;Band 2 (25-50%);Satisfactory;3.6;02/07/2020;No;No
00-39701146;Ariel;Holder;Male;New York;New York City;High School;05/11/2001;26/02/2024;;;IT;IT Support Specialist;58339;Band 1 (Bottom 25%);Needs Improvement;2.1;;No;Yes
00-14431462;David;Edwards;Male;New York;Rochester;Master;03/06/1985;15/04/2024;;;IT;Software Developer;88093;Band 1 (Bottom 25%);Good;3.1;;Yes;No
00-40954383;Lisa;Parker;Male;Michigan;Warren;Bachelor;13/05/1976;29/04/2020;;;Sales;Sales Representative;88827;Band 4 (Top 25%);Needs Improvement;2.4;;No;No
00-50543196;Jessica;Koch;Male;New York;Rochester;High School;22/05/1981;19/10/2020;;;Marketing;Content Creator;72994;Band 3 (50-75%);Satisfactory;2.6;12/08/2023;Yes;No
00-34823106;Nicholas;Hernandez;Female;New York;Buffalo;High School;07/12/2003;12/02/2017;;;Customer Service;Customer Service Representative;77569;Band 3 (50-75%);Satisfactory;3.1;31/05/2020;No;No
00-88522560;Edward;Rogers;Female;New York;Rochester;Bachelor;10/06/1986;05/09/2015;;;Operations;Logistics Coordinator;84140;Band 4 (Top 25%);Good;4.0;13/07/2017;No;No
00-96300248;Ryan;King;Male;New York;New York City;Bachelor;10/03/1985;14/10/2017;;;Marketing;Content Creator;79342;Band 4 (Top 25%);Satisfactory;2.2;16/09/2021;Yes;Yes
00-40291991;Karen;Martin;Male;Michigan;Warren;High School;17/03/2004;10/04/2019;;;Customer Service;Customer Service Representative;68874;Band 2 (25-50%);Good;2.7;15/09/2021;No;Yes
00-91027620;Bailey;Jackson;Male;New York;Rochester;Bachelor;10/01/1995;04/06/2016;;;Marketing;Marketing Coordinator;91442;Band 4 (Top 25%);Satisfactory;3.1;13/02/2020;Yes;No
00-12909691;Donna;Hill;Male;Michigan;Grand Rapids;High School;08/06/1976;20/04/2017;;;Marketing;Content Creator;83825;Band 4 (Top 25%);Good;3.3;20/09/2019;Yes;No
00-55847650;Dawn;Miller;Male;New York;New York City;Bachelor;06/07/1984;18/02/2019;;;Operations;Logistics Coordinator;78486;Band 3 (50-75%);Good;3.6;29/01/2021;No;No
00-34723692;Craig;Page;Female;New York;Buffalo;High School;11/06/1998;11/07/2023;;;Customer Service;Support Specialist;57561;Band 1 (Bottom 25%);Excellent;3.7;12/09/2024;No;No
00-47684709;Kim;Payne;Female;West Virginia;Morgantown;Bachelor;24/06/1964;01/02/2022;;;Marketing;Marketing Coordinator;66642;Band 1 (Bottom 25%);Satisfactory;1.9;;Yes;Yes
00-59454698;Amanda;Ford;Male;New York;Buffalo;High School;15/05/1994;01/01/2018;;;Customer Service;Support Specialist;66902;Band 2 (25-50%);Needs Improvement;2.0;;No;No
00-10329821;Mercedes;Patterson;Male;New York;New York City;Bachelor;12/09/1999;30/04/2022;;;Operations;Inventory Specialist;62527;Band 1 (Bottom 25%);Good;2.6;09/07/2024;No;Yes
00-29143006;Jeremiah;Byrd;Female;New York;Buffalo;Bachelor;18/03/1987;03/11/2017;;;Customer Service;Help Desk Technician;89307;Band 3 (50-75%);Good;3.6;24/03/2020;No;No
00-56188173;Karl;Baxter;Male;New York;New York City;Master;12/03/1972;15/07/2022;;;Sales;Sales Specialist;68888;Band 1 (Bottom 25%);Good;2.9;30/09/2024;No;Yes
00-41451618;Linda;Ramsey;Male;New York;Buffalo;High School;03/11/1982;24/07/2016;;;Operations;Inventory Specialist;86377;Band 4 (Top 25%);Good;4.5;21/01/2019;No;No
00-94224928;Zachary;Willis;Female;Pennsylvania;Allentown;Bachelor;05/03/1985;13/06/2019;;;Operations;Logistics Coordinator;73260;Band 3 (50-75%);Excellent;4.1;28/06/2020;No;No
00-20129246;Amanda;Kaiser;Male;New York;Rochester;High School;01/07/1989;07/06/2017;;;Customer Service;Support Specialist;83341;Band 4 (Top 25%);Good;3.6;06/10/2019;No;Yes
00-69202385;Jordan;Schroeder;Male;Michigan;Grand Rapids;Bachelor;19/04/1961;15/05/2022;;;Operations;Logistics Coordinator;70244;Band 2 (25-50%);Needs Improvement;2.4;;No;Yes
00-11724501;Melanie;Velasquez;Female;Michigan;Grand Rapids;High School;13/06/1976;17/01/2023;;;Customer Service;Customer Service Representative;66062;Band 2 (25-50%);Needs Improvement;1.9;;No;No
00-49689300;Hunter;Martin;Male;Michigan;Warren;High School;04/03/1984;07/12/2024;;;HR;Recruiter;56705;Band 1 (Bottom 25%);Excellent;3.7;;Yes;Yes
00-92447104;Nathan;Gonzalez;Male;Michigan;Detroit;Bachelor;17/08/1980;19/10/2022;;;Sales;Sales Representative;84799;Band 3 (50-75%);Good;3.1;29/12/2024;No;No
00-99936616;Joshua;Pham;Male;Michigan;Detroit;Bachelor;12/01/1976;14/03/2019;;;Operations;Operations Analyst;120694;Band 4 (Top 25%);Satisfactory;3.0;30/07/2022;No;No
00-66468105;John;Johnson;Male;New York;Buffalo;High School;21/07/1985;03/10/2022;;;Operations;Inventory Specialist;64543;Band 1 (Bottom 25%);Good;2.4;30/07/2024;No;Yes
00-56251543;Richard;Collins;Male;Pennsylvania;Allentown;PhD;29/11/1992;16/10/2017;;;Sales;Sales Consultant;109784;Band 3 (50-75%);Good;3.7;28/01/2020;No;No
